cate,num,num_sec,protect_unit,province,rx_time,title,type
新增项目,Ⅱ-146,146,西宁市文化馆,青海省西宁市,2011</br>(第三批),青海汉族民间小调,传统音乐
新增项目,Ⅱ-147,147,延边文化艺术研究中心（延边非物质文化遗产保护中心）,吉林省延边朝鲜族自治州,2011</br>(第三批),阿里郎,传统音乐
新增项目,Ⅱ-148,148,伊犁哈萨克自治州文化艺术研究所,新疆维吾尔自治区伊犁哈萨克自治州,2011</br>(第三批),哈萨克族民歌,传统音乐
新增项目,Ⅱ-149,149,新疆塔什库尔干塔吉克自治县文化馆,新疆维吾尔自治区塔什库尔干塔吉克自治县 ,2011</br>(第三批),塔吉克族民歌,传统音乐
新增项目,Ⅱ-150,150,兴化市茅山镇社会事务服务中心,江苏省兴化市,2011</br>(第三批),茅山号子,传统音乐
新增项目,Ⅱ-151,151,菏泽市文化馆,山东省菏泽市,2011</br>(第三批),弦索乐（菏泽弦索乐）,传统音乐
新增项目,Ⅱ-152,152,古城区非物质文化遗产保护管理中心,云南省丽江市古城区,2011</br>(第三批),纳西族白沙细乐,传统音乐
新增项目,Ⅱ-153,153,延边文化艺术研究中心（延边非物质文化遗产保护中心）,吉林省延吉市,2011</br>(第三批),伽倻琴艺术,传统音乐
新增项目,Ⅱ-154,154,东兴市文化馆,广西壮族自治区东兴市,2011</br>(第三批),京族独弦琴艺术,传统音乐
新增项目,Ⅱ-155,155,伊犁哈萨克自治州歌舞团,新疆维吾尔自治区伊犁哈萨克自治州,2011</br>(第三批),哈萨克族库布孜,传统音乐
新增项目,Ⅱ-156,156,湘西土家族苗族自治州非物质文化遗产保护中心,湖南省湘西土家族苗族自治州,2014</br>(第四批),土家族民歌,传统音乐
新增项目,Ⅱ-156,156,沿河土家族自治县文化馆,贵州省沿河土家族自治县 ,2014</br>(第四批),土家族民歌,传统音乐
新增项目,Ⅱ-157,157,岳阳市岳阳楼区文化馆（岳阳市岳阳楼区美术馆）,湖南省岳阳市,2014</br>(第四批),渔歌（洞庭渔歌）,传统音乐
新增项目,Ⅱ-157,157,汕尾市城区文化馆,广东省汕尾市,2014</br>(第四批),渔歌（汕尾渔歌）,传统音乐
扩展项目,Ⅱ-157,157,嵊泗县文化馆,浙江省舟山市嵊泗县,2021</br>(第五批),渔歌（嵊泗渔歌）,传统音乐
新增项目,Ⅱ-158,158,大邑县文化馆,四川省大邑县 ,2014</br>(第四批),西岭山歌,传统音乐
新增项目,Ⅱ-159,159,旬阳县文化馆,陕西省旬阳县 ,2014</br>(第四批),旬阳民歌,传统音乐
新增项目,Ⅱ-160,160,循化撒拉族自治县文化馆,青海省循化撒拉族自治县 ,2014</br>(第四批),撒拉族民歌,传统音乐
新增项目,Ⅱ-161,161,察布查尔锡伯自治县文化馆,新疆维吾尔自治区察布查尔锡伯自治县 ,2014</br>(第四批),锡伯族民歌,传统音乐
新增项目,Ⅱ-162,162,凌云县文化馆,广西壮族自治区凌云县 ,2014</br>(第四批),凌云壮族七十二巫调音乐,传统音乐
新增项目,Ⅱ-163,163,美姑县文化馆,四川省美姑县 ,2014</br>(第四批),毕摩音乐,传统音乐
新增项目,Ⅱ-164,164,剑川县文化馆,云南省大理白族自治州 ,2014</br>(第四批),剑川白曲,传统音乐
新增项目,Ⅱ-165,165,镶黄旗文化馆,内蒙古自治区镶黄旗 ,2014</br>(第四批),阿斯尔,传统音乐
新增项目,Ⅱ-166,166,福建省莆田市涵江区文化馆,福建省莆田市涵江区 ,2014</br>(第四批),莆仙十音八乐,传统音乐
新增项目,Ⅱ-167,167,阿鲁科尔沁旗文化馆,内蒙古自治区阿鲁科尔沁旗 ,2014</br>(第四批),蒙古族汗廷音乐,传统音乐
新增项目,Ⅱ-168,168,浏阳市文化馆（浏阳市非物质文化遗产保护中心）,湖南省浏阳市,2014</br>(第四批),浏阳文庙祭孔音乐,传统音乐
新增项目,Ⅱ-169,169,通辽市科尔沁潮尔协会,内蒙古自治区通辽市 ,2014</br>(第四批),潮尔（蒙古族弓弦乐）,传统音乐
新增项目,Ⅱ-170,170,博尔塔拉蒙古自治州歌舞团,新疆维吾尔自治区博尔塔拉蒙古自治州,2014</br>(第四批),蒙古族托布秀尔音乐,传统音乐
新增项目,Ⅱ-171,171,饶河县非物质文化遗产保护中心,黑龙江省双鸭山市饶河县,2021</br>(第五批),赫哲族嫁令阔,传统音乐
新增项目,Ⅱ-172,172,上海市崇明区文化馆,上海市崇明区,2021</br>(第五批),崇明山歌,传统音乐
新增项目,Ⅱ-173,173,淮安市淮安区文化馆,江苏省淮安市淮安区,2021</br>(第五批),南闸民歌,传统音乐
新增项目,Ⅱ-174,174,嘉禾县文化馆,湖南省郴州市嘉禾县,2021</br>(第五批),嘉禾伴嫁歌,传统音乐
新增项目,Ⅱ-175,175,三亚市群众艺术馆,海南省三亚市,2021</br>(第五批),疍歌,传统音乐
新增项目,Ⅱ-176,176,石阡县文化馆,贵州省铜仁市石阡县,2021</br>(第五批),仡佬族民歌,传统音乐
新增项目,Ⅱ-177,177,云南省贡山独龙族怒族自治县文化馆,云南省怒江傈僳族自治州贡山独龙族怒族自治县,2021</br>(第五批),独龙族民歌,传统音乐
新增项目,Ⅱ-178,178,西藏错那县文化局（文物局）,西藏自治区山南市,2021</br>(第五批),门巴族萨玛民歌,传统音乐
新增项目,Ⅱ-179,179,甘州区文化馆,甘肃省张掖市甘州区,2021</br>(第五批),甘州小调,传统音乐
新增项目,Ⅱ-180,180,祁连县图书馆（祁连县文化馆）,青海省海北藏族自治州祁连县,2021</br>(第五批),阿柔逗曲,传统音乐
新增项目,Ⅱ-181,181,两当县文化馆,甘肃省陇南市两当县,2021</br>(第五批),两当号子,传统音乐
新增项目,Ⅱ-182,182,梅河口市文化馆,吉林省通化市梅河口市,2021</br>(第五批),鼓吹乐（海龙鼓吹乐）,传统音乐
新增项目,Ⅱ-182,182,林甸县文化馆,黑龙江省大庆市林甸县,2021</br>(第五批),鼓吹乐（武家鼓吹乐棚）,传统音乐
新增项目,Ⅱ-183,183,延吉市朝鲜族非物质文化遗产保护中心,吉林省延边朝鲜族自治州延吉市,2021</br>(第五批),朝鲜族奚琴艺术,传统音乐
新增项目,Ⅱ-184,184,上海市奉贤区文化馆（上海市奉贤区非物质文化遗产保护和传承中心）,上海市奉贤区,2021</br>(第五批),二胡艺术（江南孙氏二胡艺术）,传统音乐
新增项目,Ⅱ-185,185,伊宁市文化馆,新疆维吾尔自治区伊犁哈萨克自治州伊宁市,2021</br>(第五批),俄罗斯族巴扬艺术,传统音乐
新增项目,Ⅱ-186,186,崇左市群众艺术馆,广西壮族自治区崇左市,2021</br>(第五批),壮族天琴艺术,传统音乐
新增项目,Ⅱ-187,187,镇康县文化馆,云南省临沧市镇康县,2021</br>(第五批),阿数瑟,传统音乐
新增项目,Ⅱ-188,188,北京市天坛公园管理处,北京市东城区,2021</br>(第五批),天坛神乐署中和韶乐,传统音乐
新增项目,Ⅱ-189,189,孟连傣族拉祜族佤族自治县文化馆,云南省普洱市孟连傣族拉祜族佤族自治县,2021</br>(第五批),宣抚司礼仪乐舞,传统音乐
